,Handle,Title,Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Barcode,Image Src,Image Position,Image Alt Text,code (product.metafields.custom.code),gender_list (product.metafields.custom.gender_list),type1 (product.metafields.custom.type1),type2 (product.metafields.custom.type2),type3 (product.metafields.custom.type3),with_images (product.metafields.custom.with_images),Status
37,interstella-button-up-p25dp010-multi-multi-aw-25,INTERSTELLA BUTTON UP,PLEASURES,with_images,False,color,MULTI,size,M,P25DP010-MULTI-MULTI-AW-25-M-MULTI-2700010150105,779.9,779.9,'2700010150105,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_PLEASURES_P25DP010-MULTI_MULTI_0-01KFV0NDEK8XNVNNKKXA9FTRXC.jpg?v=1769417052,1.0,Product image by Kixbox,P25DP010-MULTI-MULTI-AW-25,Mens,Short Sleeve Shirt,Shirt,Shirts and Polos,True,draft
44,primetime-quarter-zip-p25dp006-black-black-aw-25,PRIMETIME QUARTER ZIP,PLEASURES,with_images,False,size,L,color,BLACK,P25DP006-BLACK-BLACK-AW-25-L-BLACK-2700010150082,869.9,869.9,'2700010150082,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_PLEASURES_P25DP006-BLACK_BLACK_0-01KFV0N4AK1ECQRVTRY35RRSX6.jpg?v=1769417051,1.0,Product image by Kixbox,P25DP006-BLACK-BLACK-AW-25,Mens,Half-Zip Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,draft
52,ram-zip-hoodie-p25dp014-black-black-aw-25,RAM ZIP HOODIE,PLEASURES,with_images,False,size,L,color,BLACK,P25DP014-BLACK-BLACK-AW-25-L-BLACK-2700010150174,1169.9,1169.9,'2700010150174,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_PLEASURES_P25DP014-BLACK_BLACK_0-01KFV0MJ7AWTDEJWA06QHEY4Q1.jpg?v=1769359538,1.0,Product image by Kixbox,P25DP014-BLACK-BLACK-AW-25,Mens,Zippered Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,draft
59,bong-water-nalgene-nalgene02-clear-royal-aw-25,BONG WATER NALGENE,MISTER GREEN,with_images,False,size,ONE SIZE,color,CLEAR/ROYAL,NALGENE02-CLEAR-ROYAL-AW-25-ONE-SIZE-CLEAR-ROYAL-2700010516963,229.9,229.9,'2700010516963,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_MISTER-GREEN_NALGENE02_CLEAR-ROYAL_0-01KFV0M7RBDEBRVT11PQMQ7JCF.jpg?v=1769359538,1.0,Product image by Kixbox,NALGENE02-CLEAR/ROYAL-AW-25,"Mens
Womens",Bottle,Other,Accessories,True,draft
62,medium-round-tote-grow-bag-medtote01-green-aw-25,MEDIUM ROUND TOTE / GROW BAG,MISTER GREEN,with_images,False,size,ONE SIZE,color,GREEN,MEDTOTE01-GREEN-AW-25-ONE-SIZE-GREEN-2700010516932,219.9,219.9,'2700010516932,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_MISTER-GREEN_MEDTOTE01_GREEN_0-01KFV0M95CKXSFR3EX8FTM5Z6C.jpg?v=1769359537,1.0,Product image by Kixbox,MEDTOTE01-GREEN-AW-25,"Mens
Womens",Tote Bag,Bag,Bags,True,draft
65,medium-round-tote-grow-bag-medtote01-natural-green-aw-25,MEDIUM ROUND TOTE / GROW BAG,MISTER GREEN,with_images,False,color,NATURAL/GREEN,size,ONE SIZE,MEDTOTE01-NATURAL-GREEN-AW-25-ONE-SIZE-NATURAL-GREEN-2700010516956,219.9,219.9,'2700010516956,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_MISTER-GREEN_MEDTOTE01_NATURAL-GREEN_0-01KFV0M3VMZEWVFVN763PT7V9G.jpg?v=1769359537,1.0,Product image by Kixbox,MEDTOTE01-NATURAL/GREEN-AW-25,"Mens
Womens",Tote Bag,Bag,Bags,True,draft
68,large-round-tote-grow-bag-largetote01-natural-green-aw-25,LARGE ROUND TOTE / GROW BAG,MISTER GREEN,with_images,False,color,NATURAL/GREEN,size,ONE SIZE,LARGETOTE01-NATURAL-GREEN-AW-25-ONE-SIZE-NATURAL-GREEN-2700010516864,299.9,299.9,'2700010516864,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_MISTER-GREEN_LARGETOTE01_NATURAL-GREEN_0-01KFV0M3VY86T8FEC366NDYQV9.jpg?v=1769359536,1.0,Product image by Kixbox,LARGETOTE01-NATURAL/GREEN-AW-25,"Mens
Womens",Tote Bag,Bag,Bags,True,draft
71,large-round-tote-grow-bag-largetote01-green-aw-25,LARGE ROUND TOTE / GROW BAG,MISTER GREEN,with_images,False,color,GREEN,size,ONE SIZE,LARGETOTE01-GREEN-AW-25-ONE-SIZE-GREEN-2700010516840,299.9,299.9,'2700010516840,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_MISTER-GREEN_LARGETOTE01_GREEN_0-01KFV0KSZ9R9XZD0Q4GF6TYXAF.jpg?v=1769359536,1.0,Product image by Kixbox,LARGETOTE01-GREEN-AW-25,"Mens
Womens",Tote Bag,Bag,Bags,True,draft
74,classic-card-case-leathercardcase-brown-leather-aw-25,CLASSIC CARD CASE,MISTER GREEN,with_images,False,color,BROWN LEATHER,size,ONE SIZE,LEATHERCARDCASE-BROWN-LEATHER-AW-25-ONE-SIZE-BROWN-LEATHER-2700010516888,739.9,739.9,'2700010516888,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_MISTER-GREEN_LEATHERCARDCASE_BROWN-LEATHER_0-01KFV0KKECN5WN8Y0SQ5D3D0AA.jpg?v=1769359536,1.0,Product image by Kixbox,LEATHERCARDCASE-BROWN LEATHER-AW-25,"Mens
Womens",,Wallets,Accessories,True,draft
77,classic-card-case-leathercardcase-black-leather-aw-25,CLASSIC CARD CASE,MISTER GREEN,with_images,False,color,BLACK LEATHER,size,ONE SIZE,LEATHERCARDCASE-BLACK-LEATHER-AW-25-ONE-SIZE-BLACK-LEATHER-2700010516871,739.9,739.9,'2700010516871,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_MISTER-GREEN_LEATHERCARDCASE_BLACK-LEATHER_0-01KFV0KJS3PF8QX0QKX3NMN0D0.jpg?v=1769359535,1.0,Product image by Kixbox,LEATHERCARDCASE-BLACK LEATHER-AW-25,"Mens
Womens",,Wallets,Accessories,True,draft
80,fragrance-no-1-hippie-shit-candle-fragranceno1candle-hippie-shit-aw-25,Fragrance No. 1 - Hippie Shit - Candle,MISTER GREEN,with_images,False,color,HIPPIE SHIT,size,ONE SIZE,FRAGRANCENO1CANDLE-HIPPIE-SHIT-AW-25-ONE-SIZE-HIPPIE-SHIT-2700010516802,549.9,549.9,'2700010516802,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_MISTER-GREEN_FRAGRANCENO1CANDLE_HIPPIE-SHIT_0-01KFV0K7TR47E7FANRR724JWR2.jpg?v=1769359534,1.0,Product image by Kixbox,FRAGRANCENO1CANDLE-HIPPIE SHIT-AW-25,"Mens
Womens",,Home Accessories,Accessories,True,draft
83,peace-logo-burner-flatburner01-brass-aw-25,PEACE LOGO BURNER,MISTER GREEN,with_images,False,color,BRASS,size,ONE SIZE,FLATBURNER01-BRASS-AW-25-ONE-SIZE-BRASS-2700010516796,249.9,249.9,'2700010516796,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_MISTER-GREEN_FLATBURNER01_BRASS_0-01KFV0K380V2K8W22XXGKNPH5M.jpg?v=1769359534,1.0,Product image by Kixbox,FLATBURNER01-BRASS-AW-25,"Mens
Womens",Incense Holder,Home Accessories,Accessories,True,draft
87,trifecta-logo-cube-burner-cubeburner01-brass-aw-25,TRIFECTA LOGO CUBE BURNER,MISTER GREEN,with_images,False,size,ONE SIZE,color,BRASS,CUBEBURNER01-BRASS-AW-25-ONE-SIZE-BRASS-2700010516758,189.9,189.9,'2700010516758,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_MISTER-GREEN_CUBEBURNER01_BRASS_0-01KFV0K2V02QY4KG05SFJSY3NK.jpg?v=1769359534,1.0,Product image by Kixbox,CUBEBURNER01-BRASS-AW-25,"Mens
Womens",Incense Holder,Home Accessories,Accessories,True,draft
90,barbed-peace-lightweight-vest-dress-ar5090103-alabaster-ss-25,Barbed Peace Lightweight Vest Dress,ARIES,with_images,False,size,3,color,ALABASTER,AR5090103-ALABASTER-SS-25-3-ALABASTER-2700009544694,0.0,,'2700009544694,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_ARIES_AR5090103_ALABASTER_0-01KFSY6AMXYZAKNBGQCEVA1HAW.jpg?v=1769330647,1.0,Product image by Kixbox,AR5090103-ALABASTER-SS-25,Womens,Dress,Dress,Dresses,True,draft
98,high-lonesome-ii-short-sleeve-tee-high-lonesome-ii-short-sleeve-tee-black-su-25,High Lonesome II Short Sleeve Tee,FUCKING AWESOME,with_images,False,size,XXL,color,BLACK,HIGH-LONESOME-II-SHORT-SLEEVE-TEE-BLACK-SU-25-XXL-BLACK-2700009662060,0.0,,'2700009662060,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_FUCKING-AWESOME_HIGH_LONESOME_II_SHORT_SLEEVE_TEE_BLACK_0-01KFKF1ZMXK8C0BZ581QGVG4J2.jpg?v=1769112056,1.0,Product image by Kixbox,HIGH_LONESOME_II_SHORT_SLEEVE_TEE-BLACK-SU-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,draft
104,vanson-bones-waffle-t-shirt-awk-fw25-tp008-black-aw-25,VANSON BONES WAFFLE T-SHIRT,AWAKE NY,with_images,False,size,XL,color,BLACK,AWK-FW25-TP008-BLACK-AW-25-XL-BLACK-2700010135003,729.9,729.9,'2700010135003,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-TP008_BLACK_0-01KFKFR0RQFT9BMBW5RCTVV77J.jpg?v=1769112042,1.0,Product image by Kixbox,AWK-FW25-TP008-BLACK-AW-25,Mens,Sweater,Knitted Wear,Sweaters and Sweatshirts,True,draft
111,hug-tee-awk-fw25-ts003-white-aw-25,HUG TEE,AWAKE NY,with_images,True,size,XL,color,WHITE,AWK-FW25-TS003-WHITE-AW-25-XL-WHITE-2700010135065,349.9,349.9,'2700010135065,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-TS003_WHITE_0-01KFKFQQMEYVVVVFH3J42DB5Y1.jpg?v=1769112020,1.0,Product image by Kixbox,AWK-FW25-TS003-WHITE-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
117,elephant-tee-awk-fw25-ts001-white-aw-25,ELEPHANT TEE,AWAKE NY,with_images,True,size,XL,color,WHITE,AWK-FW25-TS001-WHITE-AW-25-XL-WHITE-2700010135034,349.9,349.9,'2700010135034,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-TS001_WHITE_0-01KFKFQHNKPPH1HP8G87SPE12B.jpg?v=1769112041,1.0,Product image by Kixbox,AWK-FW25-TS001-WHITE-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
123,pocket-tee-awk-fw25-tp007-white-aw-25,POCKET TEE,AWAKE NY,with_images,True,color,WHITE,size,L,AWK-FW25-TP007-WHITE-AW-25-L-WHITE-2700010134969,429.9,429.9,'2700010134969,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-TP007_WHITE_0-01KFKFQBMX1VDEYM5BK9AC4NN5.jpg?v=1769112041,1.0,Product image by Kixbox,AWK-FW25-TP007-WHITE-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
129,puppy-bubble-zip-up-awk-fw25-hd001-black-aw-25,PUPPY BUBBLE ZIP UP,AWAKE NY,with_images,True,size,XL,color,BLACK,AWK-FW25-HD001-BLACK-AW-25-XL-BLACK-2700010134655,879.9,879.9,'2700010134655,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-HD001_BLACK_0-01KFKFQ2BD58ASP57E8Q2QGQTA.jpg?v=1769112065,1.0,Product image by Kixbox,AWK-FW25-HD001-BLACK-AW-25,Mens,Zippered Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
136,hockey-jersey-awk-fw25-tp005-black-aw-25,HOCKEY JERSEY,AWAKE NY,with_images,True,size,L,color,BLACK,AWK-FW25-TP005-BLACK-AW-25-L-BLACK-2700010134877,829.9,829.9,'2700010134877,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-TP005_BLACK_0-01KFKFPNS7M3JKBAK2R0SK2DFM.jpg?v=1769112044,1.0,Product image by Kixbox,AWK-FW25-TP005-BLACK-AW-25,Mens,Sweater,Knitted Wear,Sweaters and Sweatshirts,True,active
143,gradient-knit-polo-awk-fw25-kn001-brown-aw-25,GRADIENT  KNIT POLO,AWAKE NY,with_images,True,size,XL,color,BROWN,AWK-FW25-KN001-BROWN-AW-25-XL-BROWN-2700010134761,1409.9,1409.9,'2700010134761,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-KN001_BROWN_0-01KFKFPA1758KTS7AM75W5SA4A.jpg?v=1769112151,1.0,Product image by Kixbox,AWK-FW25-KN001-BROWN-AW-25,Mens,Long Sleeve Polo Shirt,Polo Shirt,Shirts and Polos,True,active
149,pocket-tee-awk-fw25-tp007-merlot-aw-25,POCKET TEE,AWAKE NY,with_images,True,size,XL,color,MERLOT,AWK-FW25-TP007-MERLOT-AW-25-XL-MERLOT-2700010134945,429.9,429.9,'2700010134945,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-TP007_MERLOT_0-01KFKFNWG04N93BYY1JEEPVZNX.jpg?v=1769112040,1.0,Product image by Kixbox,AWK-FW25-TP007-MERLOT-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
155,flannel-zip-shirt-awk-fw25-tp001-blue-aw-25,FLANNEL ZIP SHIRT,AWAKE NY,with_images,True,size,M,color,BLUE,AWK-FW25-TP001-BLUE-AW-25-M-BLUE-2700010134839,1409.9,1409.9,'2700010134839,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-TP001_BLUE_0-01KFKFN2F2Z1N2EBZQNT26NX33.jpg?v=1769112063,1.0,Product image by Kixbox,AWK-FW25-TP001-BLUE-AW-25,Mens,Long Sleeve Shirt,Shirt,Shirts and Polos,True,active
161,old-english-hoodie-awk-fw25-hd002-camo-aw-25,OLD ENGLISH HOODIE,AWAKE NY,with_images,True,size,M,color,CAMO,AWK-FW25-HD002-CAMO-AW-25-M-CAMO-2700010134662,879.9,879.9,'2700010134662,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-HD002_CAMO_0-01KFKFMK47H5EQZR9NT0Q7ZM75.jpg?v=1769112025,1.0,Product image by Kixbox,AWK-FW25-HD002-CAMO-AW-25,Mens,Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
167,new-york-arch-open-hem-sweatpants-awk-fw25-pa006-black-aw-25,NEW YORK ARCH OPEN HEM SWEATPANTS,AWAKE NY,with_images,True,size,L,color,BLACK,AWK-FW25-PA006-BLACK-AW-25-L-BLACK-2700010134785,769.9,769.9,'2700010134785,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-PA006_BLACK_0-01KFKFMAG466RV1J680DSGQZNS.jpg?v=1769112062,1.0,Product image by Kixbox,AWK-FW25-PA006-BLACK-AW-25,Mens,Sweatpants,Pants,Bottoms,True,active
174,waffle-ls-shirt-awk-fw25-tp006-camo-aw-25,WAFFLE LS SHIRT,AWAKE NY,with_images,True,color,CAMO,size,XL,AWK-FW25-TP006-CAMO-AW-25-XL-CAMO-2700010134914,729.9,729.9,'2700010134914,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-TP006_CAMO_0-01KFKFM1WZWE9AM5SZ69P6C1YE.jpg?v=1769112023,1.0,Product image by Kixbox,AWK-FW25-TP006-CAMO-AW-25,Mens,Sweater,Knitted Wear,Sweaters and Sweatshirts,True,active
180,sword-straight-hoodie-sword-straight-hoodie-faded-black-aw-25,SWORD STRAIGHT HOODIE,WASTED PARIS,with_images,True,size,L,color,FADED BLACK,SWORD-STRAIGHT-HOODIE-FADED-BLACK-AW-25-L-FADED-BLACK-2700010038304,459.9,459.9,'2700010038304,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_WASTED-PARIS_SWORD_STRAIGHT_HOODIE_FADED-BLACK_0-01KFKH2GXW5ZE02C3533E6W4EJ.jpg?v=1769112067,1.0,Product image by Kixbox,SWORD_STRAIGHT_HOODIE-FADED BLACK-AW-25,Mens,Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
186,sword-boxy-t-shirt-sword-boxy-tshirt-faded-white-aw-25,SWORD BOXY T-SHIRT,WASTED PARIS,with_images,False,size,M,color,FADED WHITE,SWORD-BOXY-TSHIRT-FADED-WHITE-AW-25-M-FADED-WHITE-2700010038175,209.9,209.9,'2700010038175,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_WASTED-PARIS_SWORD_BOXY_TSHIRT_FADED-WHITE_0-01KFKH21RXX8SHHW67KRDATYB1.jpg?v=1769112033,1.0,Product image by Kixbox,SWORD_BOXY_TSHIRT-FADED WHITE-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,draft
192,run-t-shirt-run-tshirt-faded-black-aw-25,RUN T-SHIRT,WASTED PARIS,with_images,True,size,L,color,FADED BLACK,RUN-TSHIRT-FADED-BLACK-AW-25-L-FADED-BLACK-2700010036621,209.9,209.9,'2700010036621,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_WASTED-PARIS_RUN_TSHIRT_FADED-BLACK_0-01KFKH1TR86HCRZF3G8KN10KBR.jpg?v=1769112158,1.0,Product image by Kixbox,RUN_TSHIRT-FADED BLACK-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
198,new-york-arch-quarter-zip-awk-fw25-cn002-merlot-aw-25,NEW YORK ARCH QUARTER ZIP,AWAKE NY,with_images,True,color,MERLOT,size,XL,AWK-FW25-CN002-MERLOT-AW-25-XL-MERLOT-2700010134624,769.9,769.9,'2700010134624,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_AWAKE-NY_AWK-FW25-CN002_MERLOT_0-01KFKFKS0H4FG4Y3J8761ZYMKQ.jpg?v=1769112044,1.0,Product image by Kixbox,AWK-FW25-CN002-MERLOT-AW-25,Mens,Half-Zip Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
204,laki-packable-knot-bag-rbuw260fa49-silver-aw-25,Laki Packable Knot Bag,ROA,with_images,True,color,SILVER,size,ONE SIZE,RBUW260FA49-SILVER-AW-25-ONE-SIZE-SILVER-2700010153915,459.9,459.9,'2700010153915,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_ROA_RBUW260FA49_SILVER_0-01KFKH1GJJ2FBZZGJ6792W6VXM.jpg?v=1769112143,1.0,Product image by Kixbox,RBUW260FA49-SILVER-AW-25,"Mens
Womens",Crossbody Bag,Bag,Bags,True,active
208,andie-base-layer-gloves-rbuw2103fa89-black-grey-aw-25,Andie Base Layer Gloves,ROA,with_images,True,color,BLACK GREY,size,L/XL,RBUW2103FA89-BLACK-GREY-AW-25-L-XL-BLACK-GREY-2700010153854,419.9,419.9,'2700010153854,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_ROA_RBUW2103FA89_BLACK-GREY_0-01KFKH1JNQG258YBJXDF08HEHK.jpg?v=1769112144,1.0,Product image by Kixbox,RBUW2103FA89-BLACK GREY-AW-25,"Mens
Womens",Gloves,Gloves/Mittens,Accessories,True,active
212,bones-long-socks-rbmw0410ya53-black-aw-25,Bones Long Socks,ROA,with_images,True,size,43-46,color,BLACK,RBMW0410YA53-BLACK-AW-25-43-46-BLACK-2700010153328,229.9,229.9,'2700010153328,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_ROA_RBMW0410YA53_BLACK_0-01KFKH0XDSX3581X1J9VXTR2E7.jpg?v=1769112158,1.0,Product image by Kixbox,RBMW0410YA53-BLACK-AW-25,"Mens
Womens",Socks,Hosiery,Accessories,True,active
215,logo-socks-rbmw0408ya51-black-aw-25,Logo Socks,ROA,with_images,True,size,43-46,color,BLACK,RBMW0408YA51-BLACK-AW-25-43-46-BLACK-2700010153304,159.9,159.9,'2700010153304,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_ROA_RBMW0408YA51_BLACK_0-01KFKH0Y9QYDFNBJNBRVRQBET2.jpg?v=1769112158,1.0,Product image by Kixbox,RBMW0408YA51-BLACK-AW-25,"Mens
Womens",Socks,Hosiery,Accessories,True,active
218,bones-long-socks-rbmw0410ya53-grey-aw-25,Bones Long Socks,ROA,with_images,True,size,43-46,color,GREY,RBMW0410YA53-GREY-AW-25-43-46-GREY-2700010153335,229.9,229.9,'2700010153335,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_ROA_RBMW0410YA53_GREY_0-01KFKH0N2AVAT5NVCXQ2YHNMZQ.jpg?v=1769112157,1.0,Product image by Kixbox,RBMW0410YA53-GREY-AW-25,"Mens
Womens",Socks,Hosiery,Accessories,True,active
221,logo-socks-rbmw0408ya51-light-grey-aw-25,Logo Socks,ROA,with_images,True,color,LIGHT GREY,size,43-46,RBMW0408YA51-LIGHT-GREY-AW-25-43-46-LIGHT-GREY-2700010153311,159.9,159.9,'2700010153311,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_ROA_RBMW0408YA51_LIGHT-GREY_0-01KFKH0NBQRNMCFR07GXRZ93DA.jpg?v=1769112157,1.0,Product image by Kixbox,RBMW0408YA51-LIGHT GREY-AW-25,"Mens
Womens",Socks,Hosiery,Accessories,True,active
224,military-cargo-shirt-pcm2os06aco00136-lilac-aw-25,Military Cargo Shirt,PEACEMAKER,with_images,True,size,L,color,LILAC,PCM2OS06ACO00136-LILAC-AW-25-L-LILAC-2700010149321,919.9,919.9,'2700010149321,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_PEACEMAKER_PCM2OS06ACO00136_LILAC_0-01KFKH075S3K3ANZZGRSXASGWC.jpg?v=1769112157,1.0,Product image by Kixbox,PCM2OS06ACO00136-LILAC-AW-25,Mens,Long Sleeve Shirt,Shirt,Shirts and Polos,True,active
231,combat-overshirt-pcm2oj10any00157-forest-green-aw-25,Combat Overshirt,PEACEMAKER,with_images,True,size,XL,color,FOREST GREEN,PCM2OJ10ANY00157-FOREST-GREEN-AW-25-XL-FOREST-GREEN-2700010149277,1199.9,1199.9,'2700010149277,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_PEACEMAKER_PCM2OJ10ANY00157_FOREST-GREEN_0-01KFKGZKQ1CJ6AV06X8F2BCCH9.jpg?v=1769112150,1.0,Product image by Kixbox,PCM2OJ10ANY00157-FOREST GREEN-AW-25,"Mens
Womens",,Jacket,Outerwear,True,active
239,combat-liner-pcm2oj01any00199-black-aw-25,Combat Liner,PEACEMAKER,with_images,True,color,BLACK,size,M,PCM2OJ01ANY00199-BLACK-AW-25-M-BLACK-2700010149222,1199.9,1199.9,'2700010149222,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_PEACEMAKER_PCM2OJ01ANY00199_BLACK_0-01KFKGZAPK3JCGY8JATBFJ42N0.jpg?v=1769112150,1.0,Product image by Kixbox,PCM2OJ01ANY00199-BLACK-AW-25,"Mens
Womens",Liner Jacket,Jacket,Outerwear,True,active
247,combat-liner-pcm2oj01any00139-purple-aw-25,Combat Liner,PEACEMAKER,with_images,True,size,XL,color,PURPLE,PCM2OJ01ANY00139-PURPLE-AW-25-XL-PURPLE-2700010149215,1199.9,1199.9,'2700010149215,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_PEACEMAKER_PCM2OJ01ANY00139_PURPLE_0-01KFKGYYCJND4BEZFA74HKFJNK.jpg?v=1769112139,1.0,Product image by Kixbox,PCM2OJ01ANY00139-PURPLE-AW-25,"Mens
Womens",Liner Jacket,Jacket,Outerwear,True,active
255,authentic-zip-hoodie-authentic-zip-hoodie-black-aw-25,AUTHENTIC ZIP HOODIE,WASTED PARIS,with_images,True,size,L,color,BLACK,AUTHENTIC-ZIP-HOODIE-BLACK-AW-25-L-BLACK-2700010033064,589.9,589.9,'2700010033064,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_WASTED-PARIS_AUTHENTIC_ZIP_HOODIE_BLACK_0-01KFKFK4YCYV419C1XEH0PY50G.jpg?v=1769112014,1.0,Product image by Kixbox,AUTHENTIC_ZIP_HOODIE-BLACK-AW-25,Mens,Zippered Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
261,authentic-reverse-t-shirt-authentic-reverse-tshirt-faded-black-aw-25,AUTHENTIC REVERSE T-SHIRT,WASTED PARIS,with_images,True,size,L,color,FADED BLACK,AUTHENTIC-REVERSE-TSHIRT-FADED-BLACK-AW-25-L-FADED-BLACK-2700010033019,209.9,209.9,'2700010033019,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_WASTED-PARIS_AUTHENTIC_REVERSE_TSHIRT_FADED-BLACK_0-01KFKFJV0VDT0JAC1V7HVSHEY6.jpg?v=1769112038,1.0,Product image by Kixbox,AUTHENTIC_REVERSE_TSHIRT-FADED BLACK-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
268,media-training-quarter-zip-pullover-54425-black-aw-25,Media training quarter zip pullover,BY PARRA,with_images,True,color,BLACK,size,M,54425-BLACK-AW-25-M-BLACK-2700010082130,919.9,919.9,'2700010082130,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BY-PARRA_54425_BLACK_0-01KFKFJK7BA4FKMJSQN7PQSGHR.jpg?v=1769112037,1.0,Product image by Kixbox,54425-BLACK-AW-25,Mens,Half-Zip Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
275,reversed-flag-logo-crew-socks-54460-off-white-aw-25,Reversed flag logo crew socks,BY PARRA,with_images,True,size,ONE SIZE,color,OFF WHITE,54460-OFF-WHITE-AW-25-ONE-SIZE-OFF-WHITE-2700010082482,159.9,159.9,'2700010082482,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BY-PARRA_54460_OFF-WHITE_0-01KFKFJK0ZN5YXMCZXC3N49WV1.jpg?v=1769112084,1.0,Product image by Kixbox,54460-OFF WHITE-AW-25,"Mens
Womens",Socks,Hosiery,Accessories,True,active
277,detached-t-shirt-54410-white-aw-25,Detached t-shirt,BY PARRA,with_images,True,color,WHITE,size,XL,54410-WHITE-AW-25-XL-WHITE-2700010082031,269.9,269.9,'2700010082031,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BY-PARRA_54410_WHITE_0-01KFKFJ98Z9RXRYJEGJKMRJP09.jpg?v=1769112036,1.0,Product image by Kixbox,54410-WHITE-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
